time_s,gyro_z,pid_out,power_w,rpm,amag
414.056114,-0.004,0.004,42.07398,1031.2,9.665
414.056294,-0.005,0.005,42.07398,1031.2,9.654
414.056433,-0.005,0.005,42.07398,1031.2,9.654
414.056579,-0.005,0.005,42.07398,1031.2,9.654
414.056723,-0.005,0.005,42.07398,1031.2,9.654
414.056858,-0.005,0.005,42.07398,1031.2,9.654
414.056994,-0.005,0.005,42.07398,1031.2,9.654
414.057135,-0.006,0.006,42.07398,1031.2,9.641
414.05759,-0.006,0.006,42.07398,1031.2,9.641
414.05773,-0.006,0.006,42.07398,1031.2,9.641
414.061206,-0.005,0.005,42.07398,1031.2,9.696
414.061388,-0.005,0.005,42.07398,1031.2,9.696
414.061523,-0.005,0.005,42.07398,1031.2,9.696
414.061659,-0.005,0.005,42.07398,1031.2,9.696
414.067287,-0.003,0.003,42.07398,1031.2,9.798
414.067422,-0.003,0.003,42.07398,1031.2,9.798
414.067558,-0.003,0.003,42.07398,1031.2,9.798
414.067693,-0.003,0.003,42.07398,1031.2,9.798
414.067829,-0.003,0.003,42.07398,1031.2,9.798
414.067964,-0.003,0.003,42.07398,1031.2,9.798
414.077299,-0.005,0.005,42.07398,1031.2,9.658
414.077435,-0.005,0.005,42.07398,1031.2,9.658
414.07757,-0.005,0.005,42.07398,1031.2,9.658
414.077706,-0.005,0.005,42.07398,1031.2,9.658
414.077841,-0.005,0.005,42.07398,1031.2,9.658
414.077977,-0.005,0.005,42.07398,1031.2,9.658
414.078112,-0.005,0.005,42.07398,1031.2,9.658
414.078251,-0.005,0.005,42.07398,1031.2,9.658
414.078386,-0.004,0.004,42.07398,1031.2,9.669
414.078522,-0.004,0.004,42.07398,1031.2,9.669
414.078657,-0.004,0.004,42.07398,1031.2,9.669
414.080297,-0.007,0.007,42.07398,1031.2,9.666
414.080466,-0.007,0.007,42.07398,1031.2,9.666
414.082102,-0.006,0.006,42.07398,1031.2,9.67
414.083748,-0.005,0.005,42.07398,1031.2,9.717
414.083925,-0.005,0.005,42.07398,1031.2,9.717
414.085458,-0.006,0.006,42.07398,1031.2,9.776
414.085631,-0.006,0.006,42.07398,1031.2,9.776
414.087287,-0.006,0.006,42.07398,1031.2,9.789
414.087428,-0.004,0.004,42.07398,1031.2,9.796
414.097287,-0.003,0.003,42.07398,1031.2,9.667
414.097427,-0.005,0.005,42.07398,1031.2,9.656
414.097563,-0.005,0.005,42.07398,1031.2,9.656
414.097698,-0.005,0.005,42.07398,1031.2,9.656
414.097834,-0.005,0.005,42.07398,1031.2,9.656
414.097969,-0.005,0.005,42.07398,1031.2,9.656
414.098105,-0.005,0.005,42.07398,1031.2,9.656
414.098244,-0.005,0.005,42.07398,1031.2,9.656
414.098396,-0.005,0.005,42.07398,1031.2,9.656
414.098533,-0.005,0.005,42.07398,1031.2,9.66
414.105921,-0.004,0.004,42.07398,1031.2,9.769
414.106104,-0.004,0.004,42.07398,1031.2,9.769
414.106239,-0.004,0.004,42.07398,1031.2,9.769
414.106375,-0.004,0.004,42.07398,1031.2,9.769
414.106516,-0.003,0.003,42.07398,1031.2,9.799
414.106652,-0.003,0.003,42.07398,1031.2,9.799
414.106787,-0.003,0.003,42.07398,1031.2,9.799
414.106923,-0.003,0.003,42.07398,1031.2,9.799
414.107058,-0.003,0.003,42.07398,1031.2,9.799
414.117287,-0.003,0.003,42.07398,1031.2,9.659
414.117422,-0.003,0.003,42.07398,1031.2,9.659
414.117561,-0.006,0.006,42.07398,1031.2,9.653
414.117696,-0.006,0.006,42.07398,1031.2,9.653
414.117832,-0.006,0.006,42.07398,1031.2,9.653
414.117967,-0.006,0.006,42.07398,1031.2,9.653
414.118103,-0.006,0.006,42.07398,1031.2,9.653
414.118238,-0.006,0.006,42.07398,1031.2,9.653
414.118374,-0.006,0.006,42.07398,1031.2,9.653
414.118509,-0.006,0.006,42.07398,1031.2,9.653
414.11865,-0.009,0.009,42.07398,1031.2,9.643
414.118786,-0.009,0.009,42.07398,1031.2,9.643
414.127287,-0.004,0.004,42.07398,1031.2,9.795
414.127422,-0.004,0.004,42.07398,1031.2,9.795
414.127558,-0.004,0.004,42.07398,1031.2,9.795
414.127696,-0.006,0.006,42.07398,1031.2,9.8
414.127832,-0.006,0.006,42.07398,1031.2,9.8
414.127967,-0.006,0.006,42.07398,1031.2,9.8
414.128103,-0.006,0.006,42.07398,1031.2,9.8
414.128238,-0.006,0.006,42.07398,1031.2,9.8
414.128374,-0.006,0.006,42.07398,1031.2,9.8
414.137287,-0.005,0.005,42.07398,1031.2,9.645
414.137422,-0.005,0.005,42.07398,1031.2,9.645
414.137558,-0.005,0.005,42.07398,1031.2,9.645
414.137696,-0.005,0.005,42.07398,1031.2,9.645
414.137832,-0.004,0.004,42.07398,1031.2,9.627
414.137967,-0.004,0.004,42.07398,1031.2,9.627
414.138103,-0.004,0.004,42.07398,1031.2,9.627
414.138238,-0.004,0.004,42.07398,1031.2,9.627
414.138374,-0.004,0.004,42.07398,1031.2,9.627
414.138509,-0.004,0.004,42.07398,1031.2,9.627
414.147966,-0.005,0.005,42.07398,1031.2,9.809
414.14812,-0.005,0.005,42.07398,1031.2,9.809
414.148255,-0.005,0.005,42.07398,1031.2,9.809
414.148391,-0.005,0.005,42.07398,1031.2,9.809
414.148526,-0.005,0.005,42.07398,1031.2,9.809
414.148662,-0.005,0.005,42.07398,1031.2,9.809
414.1488,-0.005,0.005,42.07398,1031.2,9.819
414.148936,-0.005,0.005,42.07398,1031.2,9.819
414.149071,-0.005,0.005,42.07398,1031.2,9.819
414.149207,-0.005,0.005,42.07398,1031.2,9.819
414.156807,-0.003,0.003,43.28974,1002.8,9.7
414.156992,-0.004,0.004,43.28974,1002.8,9.658
414.157138,-0.004,0.004,43.28974,1002.8,9.658
414.157287,-0.004,0.004,43.28974,1002.8,9.658
414.157422,-0.004,0.004,43.28974,1002.8,9.658
414.157558,-0.004,0.004,43.28974,1002.8,9.658
414.157693,-0.004,0.004,43.28974,1002.8,9.658
414.157829,-0.004,0.004,43.28974,1002.8,9.658
414.157969,-0.004,0.004,43.28974,1002.8,9.647
414.158105,-0.004,0.004,43.28974,1002.8,9.647
414.162496,-0.004,0.004,43.28974,1002.8,9.653
414.16268,-0.004,0.004,43.28974,1002.8,9.653
414.162825,-0.004,0.004,43.28974,1002.8,9.653
414.162965,-0.003,0.003,43.28974,1002.8,9.667
414.1631,-0.003,0.003,43.28974,1002.8,9.667
414.167287,-0.004,0.004,43.28974,1002.8,9.763
414.167422,-0.004,0.004,43.28974,1002.8,9.763
414.167558,-0.004,0.004,43.28974,1002.8,9.763
414.167693,-0.004,0.004,43.28974,1002.8,9.763
414.177287,-0.003,0.003,43.28974,1002.8,9.678
414.177422,-0.003,0.003,43.28974,1002.8,9.678
414.17767,-0.003,0.003,43.28974,1002.8,9.678
414.177805,-0.003,0.003,43.28974,1002.8,9.678
414.17795,-0.003,0.003,43.28974,1002.8,9.678
414.178088,-0.003,0.003,43.28974,1002.8,9.671
414.178224,-0.003,0.003,43.28974,1002.8,9.671
414.178359,-0.003,0.003,43.28974,1002.8,9.671
414.178506,-0.003,0.003,43.28974,1002.8,9.671
414.178641,-0.003,0.003,43.28974,1002.8,9.671
414.178777,-0.003,0.003,43.28974,1002.8,9.671
414.180446,-0.004,0.004,43.28974,1002.8,9.656
414.180615,-0.004,0.004,43.28974,1002.8,9.656
414.182248,-0.009,0.009,43.28974,1002.8,9.656
414.182425,-0.009,0.009,43.28974,1002.8,9.656
414.184007,-0.006,0.006,43.28974,1002.8,9.664
414.184188,-0.006,0.006,43.28974,1002.8,9.701
414.185712,-0.01,0.01,43.28974,1002.8,9.729
414.187287,-0.009,0.009,43.28974,1002.8,9.76
414.187422,-0.009,0.009,43.28974,1002.8,9.76
414.197287,-0.003,0.003,43.28974,1002.8,9.664
414.197422,-0.003,0.003,43.28974,1002.8,9.664
414.197558,-0.003,0.003,43.28974,1002.8,9.664
414.197693,-0.003,0.003,43.28974,1002.8,9.664
414.197829,-0.003,0.003,43.28974,1002.8,9.664
414.197964,-0.003,0.003,43.28974,1002.8,9.664
414.1981,-0.003,0.003,43.28974,1002.8,9.664
414.198238,-0.004,0.004,43.28974,1002.8,9.657
414.198374,-0.004,0.004,43.28974,1002.8,9.657
414.198509,-0.004,0.004,43.28974,1002.8,9.657
414.198645,-0.004,0.004,43.28974,1002.8,9.657
414.206105,-0.006,0.006,43.28974,1002.8,9.741
414.206292,-0.003,0.003,43.28974,1002.8,9.755
414.206428,-0.003,0.003,43.28974,1002.8,9.755
414.206563,-0.003,0.003,43.28974,1002.8,9.755
414.206699,-0.003,0.003,43.28974,1002.8,9.755
414.206834,-0.003,0.003,43.28974,1002.8,9.755
414.20697,-0.003,0.003,43.28974,1002.8,9.755
414.207105,-0.003,0.003,43.28974,1002.8,9.755
414.217292,-0.005,0.005,43.28974,1002.8,9.702
414.217428,-0.004,0.004,43.28974,1002.8,9.664
414.217563,-0.004,0.004,43.28974,1002.8,9.664
414.217699,-0.004,0.004,43.28974,1002.8,9.664
414.217834,-0.004,0.004,43.28974,1002.8,9.664
414.217969,-0.004,0.004,43.28974,1002.8,9.664
414.218105,-0.004,0.004,43.28974,1002.8,9.664
414.21824,-0.004,0.004,43.28974,1002.8,9.664
414.218379,-0.005,0.005,43.28974,1002.8,9.646
414.218514,-0.005,0.005,43.28974,1002.8,9.646
414.21865,-0.005,0.005,43.28974,1002.8,9.646
414.218785,-0.005,0.005,43.28974,1002.8,9.646
414.227287,-0.006,0.006,43.28974,1002.8,9.747
414.227428,-0.005,0.005,43.28974,1002.8,9.775
414.227563,-0.005,0.005,43.28974,1002.8,9.775
414.227699,-0.005,0.005,43.28974,1002.8,9.775
414.227834,-0.005,0.005,43.28974,1002.8,9.775
414.22797,-0.005,0.005,43.28974,1002.8,9.775
414.228105,-0.005,0.005,43.28974,1002.8,9.775
414.228241,-0.005,0.005,43.28974,1002.8,9.775
414.228381,-0.005,0.005,43.28974,1002.8,9.775
414.228516,-0.005,0.005,43.28974,1002.8,9.791
414.237287,-0.005,0.005,43.28974,1002.8,9.716
414.237422,-0.005,0.005,43.28974,1002.8,9.716
414.237564,-0.003,0.003,43.28974,1002.8,9.68
414.237699,-0.003,0.003,43.28974,1002.8,9.68
414.237835,-0.003,0.003,43.28974,1002.8,9.68
414.23797,-0.003,0.003,43.28974,1002.8,9.68
414.238106,-0.003,0.003,43.28974,1002.8,9.68
414.238241,-0.003,0.003,43.28974,1002.8,9.68
414.238377,-0.003,0.003,43.28974,1002.8,9.68
414.247287,-0.006,0.006,43.28974,1002.8,9.756
414.247422,-0.006,0.006,43.28974,1002.8,9.756
414.247561,-0.004,0.004,43.28974,1002.8,9.774
414.247696,-0.004,0.004,43.28974,1002.8,9.774
414.247832,-0.004,0.004,43.28974,1002.8,9.774
414.247967,-0.004,0.004,43.28974,1002.8,9.774
414.248103,-0.004,0.004,43.28974,1002.8,9.774
414.248238,-0.004,0.004,43.28974,1002.8,9.774
414.24838,-0.004,0.004,43.28974,1002.8,9.774
414.248533,-0.004,0.004,43.28974,1002.8,9.774
414.248669,-0.004,0.004,43.28974,1002.8,9.781
414.256866,-0.003,0.003,44.527210000000004,974.6,9.72
414.257045,-0.003,0.003,44.527210000000004,974.6,9.72
414.257191,-0.003,0.003,44.527210000000004,974.6,9.72
414.257333,-0.003,0.003,44.527210000000004,974.6,9.72
414.257473,-0.003,0.003,44.527210000000004,974.6,9.72
414.257611,-0.003,0.003,44.527210000000004,974.6,9.72
414.257747,-0.005,0.005,44.527210000000004,974.6,9.7
414.257882,-0.005,0.005,44.527210000000004,974.6,9.7
414.258018,-0.005,0.005,44.527210000000004,974.6,9.7
414.261992,-0.005,0.005,44.527210000000004,974.6,9.633
414.262172,-0.005,0.005,44.527210000000004,974.6,9.633
414.262308,-0.005,0.005,44.527210000000004,974.6,9.633
414.262443,-0.005,0.005,44.527210000000004,974.6,9.633
414.267287,-0.006,0.006,44.527210000000004,974.6,9.735
414.267422,-0.006,0.006,44.527210000000004,974.6,9.735
414.267558,-0.006,0.006,44.527210000000004,974.6,9.735
414.267696,-0.006,0.006,44.527210000000004,974.6,9.735
414.267832,-0.005,0.005,44.527210000000004,974.6,9.744
414.267967,-0.005,0.005,44.527210000000004,974.6,9.744
414.277287,-0.006,0.006,44.527210000000004,974.6,9.725
414.277422,-0.006,0.006,44.527210000000004,974.6,9.725
414.277558,-0.006,0.006,44.527210000000004,974.6,9.725
414.277693,-0.006,0.006,44.527210000000004,974.6,9.725
414.277832,-0.006,0.006,44.527210000000004,974.6,9.7
414.277967,-0.006,0.006,44.527210000000004,974.6,9.7
414.278103,-0.006,0.006,44.527210000000004,974.6,9.7
414.278238,-0.006,0.006,44.527210000000004,974.6,9.7
414.278374,-0.006,0.006,44.527210000000004,974.6,9.7
414.27862,-0.006,0.006,44.527210000000004,974.6,9.7
414.280315,-0.004,0.004,44.527210000000004,974.6,9.651
414.280484,-0.004,0.004,44.527210000000004,974.6,9.651
414.282125,-0.009,0.009,44.527210000000004,974.6,9.657
414.282315,-0.009,0.009,44.527210000000004,974.6,9.657
414.283897,-0.006,0.006,44.527210000000004,974.6,9.68
414.284072,-0.006,0.006,44.527210000000004,974.6,9.68
414.285597,-0.007,0.007,44.527210000000004,974.6,9.692
414.287287,-0.01,0.01,44.527210000000004,974.6,9.749
414.287422,-0.01,0.01,44.527210000000004,974.6,9.749
414.297287,-0.005,0.005,44.527210000000004,974.6,9.715
414.297422,-0.005,0.005,44.527210000000004,974.6,9.715
414.297558,-0.005,0.005,44.527210000000004,974.6,9.715
414.297693,-0.005,0.005,44.527210000000004,974.6,9.715
414.297829,-0.005,0.005,44.527210000000004,974.6,9.715
414.297969,-0.006,0.006,44.527210000000004,974.6,9.699
414.298105,-0.006,0.006,44.527210000000004,974.6,9.699
414.29824,-0.006,0.006,44.527210000000004,974.6,9.699
414.298376,-0.006,0.006,44.527210000000004,974.6,9.699
414.298511,-0.006,0.006,44.527210000000004,974.6,9.699
414.298647,-0.006,0.006,44.527210000000004,974.6,9.699
414.307496,-0.006,0.006,44.527210000000004,974.6,9.748
414.31549,-0.005,0.005,44.527210000000004,974.6,9.76
414.315673,-0.005,0.005,44.527210000000004,974.6,9.76
414.315808,-0.005,0.005,44.527210000000004,974.6,9.76
414.315944,-0.005,0.005,44.527210000000004,974.6,9.76
414.316082,-0.005,0.005,44.527210000000004,974.6,9.741
414.316225,-0.005,0.005,44.527210000000004,974.6,9.741
414.316371,-0.005,0.005,44.527210000000004,974.6,9.741
414.316506,-0.005,0.005,44.527210000000004,974.6,9.741
414.316642,-0.005,0.005,44.527210000000004,974.6,9.741
414.316777,-0.005,0.005,44.527210000000004,974.6,9.741
414.316913,-0.005,0.005,44.527210000000004,974.6,9.741
414.317289,-0.005,0.005,44.527210000000004,974.6,9.723
414.327287,-0.004,0.004,44.527210000000004,974.6,9.748
414.327422,-0.004,0.004,44.527210000000004,974.6,9.748
414.327558,-0.004,0.004,44.527210000000004,974.6,9.748
414.327693,-0.004,0.004,44.527210000000004,974.6,9.748
414.327829,-0.004,0.004,44.527210000000004,974.6,9.748
414.327964,-0.004,0.004,44.527210000000004,974.6,9.748
414.3281,-0.004,0.004,44.527210000000004,974.6,9.748
414.328238,-0.004,0.004,44.527210000000004,974.6,9.773
414.328374,-0.004,0.004,44.527210000000004,974.6,9.773
414.328509,-0.004,0.004,44.527210000000004,974.6,9.773
414.328645,-0.004,0.004,44.527210000000004,974.6,9.773
414.33729,-0.004,0.004,44.527210000000004,974.6,9.733
414.337425,-0.004,0.004,44.527210000000004,974.6,9.733
414.337561,-0.004,0.004,44.527210000000004,974.6,9.733
414.337696,-0.004,0.004,44.527210000000004,974.6,9.733
414.337832,-0.004,0.004,44.527210000000004,974.6,9.733
414.337967,-0.004,0.004,44.527210000000004,974.6,9.733
414.338103,-0.004,0.004,44.527210000000004,974.6,9.733
414.338241,-0.004,0.004,44.527210000000004,974.6,9.733
414.338377,-0.004,0.004,44.527210000000004,974.6,9.711
414.338512,-0.004,0.004,44.527210000000004,974.6,9.711
414.34729,-0.004,0.004,44.527210000000004,974.6,9.704
414.347425,-0.005,0.005,44.527210000000004,974.6,9.727
414.347561,-0.005,0.005,44.527210000000004,974.6,9.727
414.347696,-0.005,0.005,44.527210000000004,974.6,9.727
414.347832,-0.005,0.005,44.527210000000004,974.6,9.727
414.347967,-0.005,0.005,44.527210000000004,974.6,9.727
414.348103,-0.005,0.005,44.527210000000004,974.6,9.727
414.348238,-0.005,0.005,44.527210000000004,974.6,9.727
414.348377,-0.005,0.005,44.527210000000004,974.6,9.755
414.348512,-0.005,0.005,44.527210000000004,974.6,9.755
414.353133,-0.006,0.006,44.527210000000004,974.6,9.822
414.353276,-0.006,0.006,44.527210000000004,974.6,9.822
414.353417,-0.006,0.006,44.527210000000004,974.6,9.813
414.353552,-0.006,0.006,44.527210000000004,974.6,9.813
414.353687,-0.006,0.006,44.527210000000004,974.6,9.813
414.357288,-0.005,0.005,44.527210000000004,974.6,9.756
414.357431,-0.005,0.005,44.527210000000004,974.6,9.731
414.365041,-0.003,0.003,45.74297000000001,946.6,9.647
414.365218,-0.003,0.003,45.74297000000001,946.6,9.647
414.365353,-0.003,0.003,45.74297000000001,946.6,9.647
414.365503,-0.004,0.004,45.74297000000001,946.6,9.663
414.365643,-0.004,0.004,45.74297000000001,946.6,9.663
414.365779,-0.004,0.004,45.74297000000001,946.6,9.663
414.365914,-0.004,0.004,45.74297000000001,946.6,9.663
414.36605,-0.004,0.004,45.74297000000001,946.6,9.663
414.366185,-0.004,0.004,45.74297000000001,946.6,9.663
414.366321,-0.004,0.004,45.74297000000001,946.6,9.663
414.367289,-0.005,0.005,45.74297000000001,946.6,9.69
414.370348,-0.006,0.006,45.74297000000001,946.6,9.76
414.370543,-0.005,0.005,45.74297000000001,946.6,9.772
414.370681,-0.005,0.005,45.74297000000001,946.6,9.772
414.370817,-0.005,0.005,45.74297000000001,946.6,9.772
414.377287,-0.004,0.004,45.74297000000001,946.6,9.768
414.377422,-0.004,0.004,45.74297000000001,946.6,9.768
414.377561,-0.004,0.004,45.74297000000001,946.6,9.754
414.377696,-0.004,0.004,45.74297000000001,946.6,9.754
414.377832,-0.004,0.004,45.74297000000001,946.6,9.754
414.377967,-0.004,0.004,45.74297000000001,946.6,9.754
414.378103,-0.004,0.004,45.74297000000001,946.6,9.754
414.387291,-0.005,0.005,45.74297000000001,946.6,9.708
414.387426,-0.005,0.005,45.74297000000001,946.6,9.708
414.387562,-0.005,0.005,45.74297000000001,946.6,9.708
414.387702,-0.006,0.006,45.74297000000001,946.6,9.717
414.387838,-0.006,0.006,45.74297000000001,946.6,9.717
414.387973,-0.006,0.006,45.74297000000001,946.6,9.717
414.388109,-0.006,0.006,45.74297000000001,946.6,9.717
414.388244,-0.006,0.006,45.74297000000001,946.6,9.717
414.38838,-0.006,0.006,45.74297000000001,946.6,9.717
414.388515,-0.006,0.006,45.74297000000001,946.6,9.717
414.390175,-0.007,0.007,45.74297000000001,946.6,9.766
414.390476,-0.007,0.007,45.74297000000001,946.6,9.766
414.392143,-0.005,0.005,45.74297000000001,946.6,9.789
414.392338,-0.005,0.005,45.74297000000001,946.6,9.789
414.393954,-0.004,0.004,45.74297000000001,946.6,9.802
414.394129,-0.004,0.004,45.74297000000001,946.6,9.802
414.395662,-0.004,0.004,45.74297000000001,946.6,9.778
414.395837,-0.005,0.005,45.74297000000001,946.6,9.75
414.397287,-0.005,0.005,45.74297000000001,946.6,9.749
414.407293,-0.004,0.004,45.74297000000001,946.6,9.682
414.407431,-0.004,0.004,45.74297000000001,946.6,9.682
414.407566,-0.004,0.004,45.74297000000001,946.6,9.682
414.407702,-0.004,0.004,45.74297000000001,946.6,9.682
414.40784,-0.006,0.006,45.74297000000001,946.6,9.711
414.407976,-0.006,0.006,45.74297000000001,946.6,9.711
414.408111,-0.006,0.006,45.74297000000001,946.6,9.711
414.408247,-0.006,0.006,45.74297000000001,946.6,9.711
414.408382,-0.006,0.006,45.74297000000001,946.6,9.711
414.415766,-0.002,0.002,45.74297000000001,946.6,9.812
414.415955,-0.002,0.002,45.74297000000001,946.6,9.788
414.41609,-0.002,0.002,45.74297000000001,946.6,9.788
414.416225,-0.002,0.002,45.74297000000001,946.6,9.788
414.416361,-0.002,0.002,45.74297000000001,946.6,9.788
414.416496,-0.002,0.002,45.74297000000001,946.6,9.788
414.416632,-0.002,0.002,45.74297000000001,946.6,9.788
414.416767,-0.002,0.002,45.74297000000001,946.6,9.788
414.416906,-0.003,0.003,45.74297000000001,946.6,9.749
414.417041,-0.003,0.003,45.74297000000001,946.6,9.749
414.417184,-0.003,0.003,45.74297000000001,946.6,9.749
414.427295,-0.003,0.003,45.74297000000001,946.6,9.686
414.42743,-0.003,0.003,45.74297000000001,946.6,9.686
414.427566,-0.003,0.003,45.74297000000001,946.6,9.686
414.427701,-0.003,0.003,45.74297000000001,946.6,9.686
414.427837,-0.003,0.003,45.74297000000001,946.6,9.686
414.427975,-0.006,0.006,45.74297000000001,946.6,9.729
414.428111,-0.006,0.006,45.74297000000001,946.6,9.729
414.428246,-0.006,0.006,45.74297000000001,946.6,9.729
414.428382,-0.006,0.006,45.74297000000001,946.6,9.729
414.428517,-0.006,0.006,45.74297000000001,946.6,9.729
414.428653,-0.006,0.006,45.74297000000001,946.6,9.729
414.437287,-0.003,0.003,45.74297000000001,946.6,9.784
414.437422,-0.003,0.003,45.74297000000001,946.6,9.784
414.437558,-0.003,0.003,45.74297000000001,946.6,9.784
414.437693,-0.003,0.003,45.74297000000001,946.6,9.784
414.437829,-0.003,0.003,45.74297000000001,946.6,9.784
414.437964,-0.003,0.003,45.74297000000001,946.6,9.784
414.438105,-0.003,0.003,45.74297000000001,946.6,9.753
414.438241,-0.003,0.003,45.74297000000001,946.6,9.753
414.438376,-0.003,0.003,45.74297000000001,946.6,9.753
414.438512,-0.003,0.003,45.74297000000001,946.6,9.753
414.447287,-0.007,0.007,45.74297000000001,946.6,9.687
414.447422,-0.007,0.007,45.74297000000001,946.6,9.687
414.447558,-0.007,0.007,45.74297000000001,946.6,9.687
414.447693,-0.007,0.007,45.74297000000001,946.6,9.687
414.447829,-0.007,0.007,45.74297000000001,946.6,9.687
414.447964,-0.007,0.007,45.74297000000001,946.6,9.687
414.448105,-0.007,0.007,45.74297000000001,946.6,9.715
414.448241,-0.007,0.007,45.74297000000001,946.6,9.715
414.448376,-0.007,0.007,45.74297000000001,946.6,9.715
414.448512,-0.007,0.007,45.74297000000001,946.6,9.715
414.456072,-0.006,0.006,45.74297000000001,946.6,9.802
414.456218,-0.004,0.004,45.74297000000001,946.6,9.795
414.456354,-0.004,0.004,45.74297000000001,946.6,9.795
414.456489,-0.004,0.004,45.74297000000001,946.6,9.795
414.456625,-0.004,0.004,45.74297000000001,946.6,9.795
414.45676,-0.004,0.004,45.74297000000001,946.6,9.795
414.456895,-0.004,0.004,45.74297000000001,946.6,9.795
414.457031,-0.004,0.004,45.74297000000001,946.6,9.795
414.464663,-0.005,0.005,46.93702,918.8,9.656
414.46485,-0.005,0.005,46.93702,918.8,9.656
414.464999,-0.005,0.005,46.93702,918.8,9.656
414.465138,-0.005,0.005,46.93702,918.8,9.656
414.465276,-0.005,0.005,46.93702,918.8,9.66
414.465412,-0.005,0.005,46.93702,918.8,9.66
414.465547,-0.005,0.005,46.93702,918.8,9.66
414.465683,-0.005,0.005,46.93702,918.8,9.66
414.465818,-0.005,0.005,46.93702,918.8,9.66
414.46729,-0.003,0.003,46.93702,918.8,9.684
414.467425,-0.003,0.003,46.93702,918.8,9.684
414.471577,-0.006,0.006,46.93702,918.8,9.767
414.47176,-0.006,0.006,46.93702,918.8,9.767
414.471901,-0.006,0.006,46.93702,918.8,9.767
414.472037,-0.006,0.006,46.93702,918.8,9.767
414.47729,-0.003,0.003,46.93702,918.8,9.806
414.477426,-0.002,0.002,46.93702,918.8,9.786
414.477561,-0.002,0.002,46.93702,918.8,9.786
414.477696,-0.002,0.002,46.93702,918.8,9.786
414.477832,-0.002,0.002,46.93702,918.8,9.786
414.477967,-0.002,0.002,46.93702,918.8,9.786
414.48729,-0.005,0.005,46.93702,918.8,9.669
414.487429,-0.006,0.006,46.93702,918.8,9.695
414.487564,-0.006,0.006,46.93702,918.8,9.695
414.4877,-0.006,0.006,46.93702,918.8,9.695
414.487835,-0.006,0.006,46.93702,918.8,9.695
414.487971,-0.006,0.006,46.93702,918.8,9.695
414.488106,-0.006,0.006,46.93702,918.8,9.695
414.488242,-0.006,0.006,46.93702,918.8,9.695
414.48838,-0.006,0.006,46.93702,918.8,9.695
414.488516,-0.007,0.007,46.93702,918.8,9.704
414.488651,-0.007,0.007,46.93702,918.8,9.704
414.490306,-0.009,0.009,46.93702,918.8,9.713
414.491976,-0.007,0.007,46.93702,918.8,9.776
414.492149,-0.007,0.007,46.93702,918.8,9.776
414.493758,-0.005,0.005,46.93702,918.8,9.813
414.493935,-0.005,0.005,46.93702,918.8,9.813
414.495457,-0.007,0.007,46.93702,918.8,9.82
414.495631,-0.006,0.006,46.93702,918.8,9.813
414.497287,-0.004,0.004,46.93702,918.8,9.788
414.507287,-0.006,0.006,46.93702,918.8,9.658
414.507423,-0.006,0.006,46.93702,918.8,9.658
414.507563,-0.004,0.004,46.93702,918.8,9.671
414.507699,-0.004,0.004,46.93702,918.8,9.671
414.50784,-0.004,0.004,46.93702,918.8,9.671
414.507991,-0.004,0.004,46.93702,918.8,9.671
414.508128,-0.004,0.004,46.93702,918.8,9.671
414.508264,-0.004,0.004,46.93702,918.8,9.671
414.508399,-0.004,0.004,46.93702,918.8,9.671
414.50854,-0.004,0.004,46.93702,918.8,9.671
414.515928,-0.006,0.006,46.93702,918.8,9.812
414.516111,-0.006,0.006,46.93702,918.8,9.812
414.516246,-0.006,0.006,46.93702,918.8,9.812
414.516382,-0.006,0.006,46.93702,918.8,9.812
414.516517,-0.006,0.006,46.93702,918.8,9.812
414.516656,-0.006,0.006,46.93702,918.8,9.795
414.516791,-0.006,0.006,46.93702,918.8,9.795
414.516927,-0.006,0.006,46.93702,918.8,9.795
414.517062,-0.006,0.006,46.93702,918.8,9.795
414.51719,-0.006,0.006,46.93702,918.8,9.795
414.519475,-0.004,0.004,46.93702,918.8,9.754
414.519619,-0.004,0.004,46.93702,918.8,9.754
414.519755,-0.005,0.005,46.93702,918.8,9.725
414.527288,-0.004,0.004,46.93702,918.8,9.683
414.527425,-0.004,0.004,46.93702,918.8,9.683
414.527561,-0.004,0.004,46.93702,918.8,9.683
414.527699,-0.006,0.006,46.93702,918.8,9.66
414.527834,-0.006,0.006,46.93702,918.8,9.66
414.52797,-0.006,0.006,46.93702,918.8,9.66
414.528105,-0.006,0.006,46.93702,918.8,9.66
414.528241,-0.006,0.006,46.93702,918.8,9.66
414.537287,-0.003,0.003,46.93702,918.8,9.811
414.537422,-0.003,0.003,46.93702,918.8,9.811
414.537558,-0.003,0.003,46.93702,918.8,9.811
414.537693,-0.003,0.003,46.93702,918.8,9.811
414.537832,-0.004,0.004,46.93702,918.8,9.806
414.537967,-0.004,0.004,46.93702,918.8,9.806
414.538103,-0.004,0.004,46.93702,918.8,9.806
414.538238,-0.004,0.004,46.93702,918.8,9.806
414.538374,-0.004,0.004,46.93702,918.8,9.806
414.538509,-0.004,0.004,46.93702,918.8,9.806
414.547287,-0.007,0.007,46.93702,918.8,9.669
414.547422,-0.007,0.007,46.93702,918.8,9.669
414.547558,-0.007,0.007,46.93702,918.8,9.669
414.547693,-0.007,0.007,46.93702,918.8,9.669
414.547832,-0.007,0.007,46.93702,918.8,9.669
414.547967,-0.007,0.007,46.93702,918.8,9.676
